table value,free-free value,ratio,frequency(Hz),temperature(K),density(g/cm3)
4.82252e-11,6.98781e-21,6.90134e+09,1.35973e+18,2.61102e+06,2.7826e-10
4.88577e-12,9.19173e-12,0.53154,2.41799e+14,2.61102e+06,3.5938e-10
1.40891e-12,2.90159e-12,0.485565,4.29991e+14,2.61102e+06,3.5938e-10
4.01571e-13,9.1476e-13,0.438991,7.64641e+14,2.61102e+06,3.5938e-10
1.13298e-13,2.87705e-13,0.393799,1.35973e+15,2.61102e+06,3.5938e-10
3.16204e-14,9.01045e-14,0.35093,2.41799e+15,2.61102e+06,3.5938e-10
8.70742e-15,2.80093e-14,0.310876,4.29991e+15,2.61102e+06,3.5938e-10
2.35437e-15,8.59397e-15,0.273956,7.64641e+15,2.61102e+06,3.5938e-10
8.17338e-16,2.57764e-15,0.317088,1.35973e+16,2.61102e+06,3.5938e-10
1.67478e-16,7.43739e-16,0.225184,2.41799e+16,2.61102e+06,3.5938e-10
4.15084e-17,2.0136e-16,0.20614,4.29991e+16,2.61102e+06,3.5938e-10
3.1615e-17,4.94694e-17,0.639082,7.64641e+16,2.61102e+06,3.5938e-10
1.09924e-17,1.06985e-17,1.02747,1.35973e+17,2.61102e+06,3.5938e-10
5.22898e-16,2.0484e-18,255.272,2.41799e+17,2.61102e+06,3.5938e-10
5.90174e-15,3.68442e-19,16018.1,4.29991e+17,2.61102e+06,3.5938e-10
1.25456e-12,6.55443e-20,1.91406e+07,7.64641e+17,2.61102e+06,3.5938e-10
6.26256e-11,1.16559e-20,5.37284e+09,1.35973e+18,2.61102e+06,3.5938e-10
8.15019e-12,1.53329e-11,0.531548,2.41799e+14,2.61102e+06,4.6416e-10
2.35018e-12,4.84021e-12,0.485554,4.29991e+14,2.61102e+06,4.6416e-10
6.69876e-13,1.52593e-12,0.438995,7.64641e+14,2.61102e+06,4.6416e-10
1.88997e-13,4.79928e-13,0.393803,1.35973e+15,2.61102e+06,4.6416e-10
5.27471e-14,1.50305e-13,0.350933,2.41799e+15,2.61102e+06,4.6416e-10
1.45296e-14,4.67229e-14,0.310974,4.29991e+15,2.61102e+06,4.6416e-10
3.93092e-15,1.43358e-14,0.274204,7.64641e+15,2.61102e+06,4.6416e-10
1.37619e-15,4.29982e-15,0.320057,1.35973e+16,2.61102e+06,4.6416e-10
2.82284e-16,1.24065e-15,0.227529,2.41799e+16,2.61102e+06,4.6416e-10
7.07751e-17,3.35893e-16,0.210707,4.29991e+16,2.61102e+06,4.6416e-10
5.47894e-17,8.2521e-17,0.663946,7.64641e+16,2.61102e+06,4.6416e-10
1.88486e-17,1.78464e-17,1.05616,1.35973e+17,2.61102e+06,4.6416e-10
9.42152e-16,3.41697e-18,275.727,2.41799e+17,2.61102e+06,4.6416e-10
9.85737e-15,6.14605e-19,16038.5,4.29991e+17,2.61102e+06,4.6416e-10
2.0048e-12,1.09336e-19,1.83362e+07,7.64641e+17,2.61102e+06,4.6416e-10
8.14508e-11,1.94435e-20,4.1891e+09,1.35973e+18,2.61102e+06,4.6416e-10
1.35956e-11,2.55764e-11,0.531569,2.41799e+14,2.61102e+06,5.9948e-10
3.9203e-12,8.0738e-12,0.485558,4.29991e+14,2.61102e+06,5.9948e-10
1.11737e-12,2.54536e-12,0.438984,7.64641e+14,2.61102e+06,5.9948e-10
3.15267e-13,8.00552e-13,0.393811,1.35973e+15,2.61102e+06,5.9948e-10
8.79917e-14,2.5072e-13,0.350957,2.41799e+15,2.61102e+06,5.9948e-10
2.42418e-14,7.79371e-14,0.311043,4.29991e+15,2.61102e+06,5.9948e-10
6.56191e-15,2.39131e-14,0.274407,7.64641e+15,2.61102e+06,5.9948e-10
2.308e-15,7.17239e-15,0.321789,1.35973e+16,2.61102e+06,5.9948e-10
4.73721e-16,2.06948e-15,0.228908,2.41799e+16,2.61102e+06,5.9948e-10
1.19614e-16,5.60293e-16,0.213485,4.29991e+16,2.61102e+06,5.9948e-10
9.3363e-17,1.37651e-16,0.67826,7.64641e+16,2.61102e+06,5.9948e-10
3.18845e-17,2.9769e-17,1.07107,1.35973e+17,2.61102e+06,5.9948e-10
1.63802e-15,5.69975e-18,287.385,2.41799e+17,2.61102e+06,5.9948e-10
1.64545e-14,1.0252e-18,16050,4.29991e+17,2.61102e+06,5.9948e-10
3.17233e-12,1.8238e-19,1.73941e+07,7.64641e+17,2.61102e+06,5.9948e-10
1.05982e-10,3.24331e-20,3.26771e+09,1.35973e+18,2.61102e+06,5.9948e-10
2.26781e-11,4.26641e-11,0.531549,2.41799e+14,2.61102e+06,7.7426e-10
6.5394e-12,1.3468e-11,0.485552,4.29991e+14,2.61102e+06,7.7426e-10
1.86388e-12,4.24593e-12,0.438979,7.64641e+14,2.61102e+06,7.7426e-10
5.25932e-13,1.33541e-12,0.393836,1.35973e+15,2.61102e+06,7.7426e-10
1.46776e-13,4.18227e-13,0.350949,2.41799e+15,2.61102e+06,7.7426e-10
4.04419e-14,1.30007e-13,0.311074,4.29991e+15,2.61102e+06,7.7426e-10
1.09535e-14,3.98896e-14,0.274594,7.64641e+15,2.61102e+06,7.7426e-10
3.85125e-15,1.19643e-14,0.321894,1.35973e+16,2.61102e+06,7.7426e-10
7.90597e-16,3.45212e-15,0.229018,2.41799e+16,2.61102e+06,7.7426e-10
2.00007e-16,9.34629e-16,0.213996,4.29991e+16,2.61102e+06,7.7426e-10
1.5582e-16,2.29616e-16,0.67861,7.64641e+16,2.61102e+06,7.7426e-10
5.29664e-17,4.96579e-17,1.06663,1.35973e+17,2.61102e+06,7.7426e-10
2.73159e-15,9.50779e-18,287.3,2.41799e+17,2.61102e+06,7.7426e-10
2.7446e-14,1.71015e-18,16048.9,4.29991e+17,2.61102e+06,7.7426e-10
4.85879e-12,3.04229e-19,1.59708e+07,7.64641e+17,2.61102e+06,7.7426e-10
1.37632e-10,5.4102e-20,2.54394e+09,1.35973e+18,2.61102e+06,7.7426e-10
3.783e-11,7.11687e-11,0.531554,2.41799e+14,2.61102e+06,1e-09
1.0908e-11,2.24662e-11,0.48553,4.29991e+14,2.61102e+06,1e-09
3.1092e-12,7.08271e-12,0.438984,7.64641e+14,2.61102e+06,1e-09
8.7736e-13,2.22762e-12,0.393856,1.35973e+15,2.61102e+06,1e-09
2.4484e-13,6.97652e-13,0.350949,2.41799e+15,2.61102e+06,1e-09
6.7466e-14,2.16868e-13,0.311093,4.29991e+15,2.61102e+06,1e-09
1.8281e-14,6.65405e-14,0.274735,7.64641e+15,2.61102e+06,1e-09
6.4259e-15,1.99579e-14,0.321973,1.35973e+16,2.61102e+06,1e-09
1.3192e-15,5.75854e-15,0.229086,2.41799e+16,2.61102e+06,1e-09
3.3425e-16,1.55907e-15,0.214391,4.29991e+16,2.61102e+06,1e-09
2.6004e-16,3.83027e-16,0.678908,7.64641e+16,2.61102e+06,1e-09
8.8069e-17,8.28351e-17,1.06318,1.35973e+17,2.61102e+06,1e-09
4.5555e-15,1.58601e-17,287.23,2.41799e+17,2.61102e+06,1e-09
4.5779e-14,2.85273e-18,16047.4,4.29991e+17,2.61102e+06,1e-09
7.5457e-12,5.07489e-19,1.48687e+07,7.64641e+17,2.61102e+06,1e-09
1.79e-10,9.02484e-20,1.98341e+09,1.35973e+18,2.61102e+06,1e-09
6.31014e-11,1.18707e-10,0.531571,2.41799e+14,2.61102e+06,1.2915e-09
1.81959e-11,3.74729e-11,0.485576,4.29991e+14,2.61102e+06,1.2915e-09
5.18615e-12,1.18138e-11,0.438992,7.64641e+14,2.61102e+06,1.2915e-09
1.46353e-12,3.7156e-12,0.393887,1.35973e+15,2.61102e+06,1.2915e-09
4.08411e-13,1.16366e-12,0.35097,2.41799e+15,2.61102e+06,1.2915e-09
1.12541e-13,3.61729e-13,0.31112,4.29991e+15,2.61102e+06,1.2915e-09
3.05052e-14,1.10988e-13,0.274852,7.64641e+15,2.61102e+06,1.2915e-09
1.07207e-14,3.32892e-14,0.322049,1.35973e+16,2.61102e+06,1.2915e-09
2.20097e-15,9.60509e-15,0.229147,2.41799e+16,2.61102e+06,1.2915e-09
5.58328e-16,2.60049e-15,0.214701,4.29991e+16,2.61102e+06,1.2915e-09
4.33892e-16,6.38878e-16,0.679148,7.64641e+16,2.61102e+06,1.2915e-09
1.46534e-16,1.38167e-16,1.06056,1.35973e+17,2.61102e+06,1.2915e-09
7.59751e-15,2.64542e-17,287.195,2.41799e+17,2.61102e+06,1.2915e-09
7.63574e-14,4.75828e-18,16047.3,4.29991e+17,2.61102e+06,1.2915e-09
1.18642e-11,8.46478e-19,1.4016e+07,7.64641e+17,2.61102e+06,1.2915e-09
2.33245e-10,1.50532e-19,1.54947e+09,1.35973e+18,2.61102e+06,1.2915e-09
1.05262e-10,1.98031e-10,0.531543,2.41799e+14,2.61102e+06,1.6681e-09
3.03527e-11,6.25134e-11,0.48554,4.29991e+14,2.61102e+06,1.6681e-09
8.65143e-12,1.97081e-11,0.43898,7.64641e+14,2.61102e+06,1.6681e-09
2.44143e-12,6.19847e-12,0.393877,1.35973e+15,2.61102e+06,1.6681e-09
6.81302e-13,1.94126e-12,0.350959,2.41799e+15,2.61102e+06,1.6681e-09
1.87745e-13,6.03447e-13,0.311121,4.29991e+15,2.61102e+06,1.6681e-09
5.09004e-14,1.85153e-13,0.27491,7.64641e+15,2.61102e+06,1.6681e-09
1.7887e-14,5.5534e-14,0.322092,1.35973e+16,2.61102e+06,1.6681e-09
3.67199e-15,1.60235e-14,0.229163,2.41799e+16,2.61102e+06,1.6681e-09
9.32435e-16,4.3382e-15,0.214936,4.29991e+16,2.61102e+06,1.6681e-09
7.24172e-16,1.06579e-15,0.679468,7.64641e+16,2.61102e+06,1.6681e-09
2.43693e-16,2.30493e-16,1.05727,1.35973e+17,2.61102e+06,1.6681e-09
1.26741e-14,4.41317e-17,287.187,2.41799e+17,2.61102e+06,1.6681e-09
1.27455e-13,7.93789e-18,16056.5,4.29991e+17,2.61102e+06,1.6681e-09
1.84325e-11,1.41212e-18,1.30531e+07,7.64641e+17,2.61102e+06,1.6681e-09
3.03811e-10,2.51121e-19,1.20982e+09,1.35973e+18,2.61102e+06,1.6681e-09
1.75584e-10,3.30325e-10,0.531547,2.41799e+14,2.61102e+06,2.1544e-09
5.06306e-11,1.04275e-10,0.485547,4.29991e+14,2.61102e+06,2.1544e-09
1.4431e-11,3.2874e-11,0.43898,7.64641e+14,2.61102e+06,2.1544e-09
4.07246e-12,1.03393e-11,0.39388,1.35973e+15,2.61102e+06,2.1544e-09
1.13645e-12,3.23811e-12,0.35096,2.41799e+15,2.61102e+06,2.1544e-09
3.13207e-13,1.00658e-12,0.31116,4.29991e+15,2.61102e+06,2.1544e-09
8.49092e-14,3.08844e-13,0.274926,7.64641e+15,2.61102e+06,2.1544e-09
2.98384e-14,9.26333e-14,0.322114,1.35973e+16,2.61102e+06,2.1544e-09
6.12453e-15,2.67279e-14,0.229143,2.41799e+16,2.61102e+06,2.1544e-09
1.55679e-15,7.23633e-15,0.215135,4.29991e+16,2.61102e+06,2.1544e-09
1.20886e-15,1.77779e-15,0.679975,7.64641e+16,2.61102e+06,2.1544e-09
4.04833e-16,3.84474e-16,1.05295,1.35973e+17,2.61102e+06,2.1544e-09
2.11465e-14,7.36137e-17,287.263,2.41799e+17,2.61102e+06,2.1544e-09
2.12904e-13,1.32408e-17,16079.4,4.29991e+17,2.61102e+06,2.1544e-09
2.79684e-11,2.35548e-18,1.18738e+07,7.64641e+17,2.61102e+06,2.1544e-09
3.94449e-10,4.18883e-19,9.4167e+08,1.35973e+18,2.61102e+06,2.1544e-09
2.92896e-10,5.5105e-10,0.531525,2.41799e+14,2.61102e+06,2.7826e-09
8.44603e-11,1.73952e-10,0.485537,4.29991e+14,2.61102e+06,2.7826e-09
2.40731e-11,5.48405e-11,0.438966,7.64641e+14,2.61102e+06,2.7826e-09
6.79344e-12,1.72481e-11,0.393865,1.35973e+15,2.61102e+06,2.7826e-09
1.89576e-12,5.40182e-12,0.350948,2.41799e+15,2.61102e+06,2.7826e-09
5.22489e-13,1.67918e-12,0.311158,4.29991e+15,2.61102e+06,2.7826e-09
1.41645e-13,5.15214e-13,0.274926,7.64641e+15,2.61102e+06,2.7826e-09
4.97807e-14,1.54531e-13,0.32214,1.35973e+16,2.61102e+06,2.7826e-09
1.0216e-14,4.45876e-14,0.229123,2.41799e+16,2.61102e+06,2.7826e-09
2.59881e-15,1.20717e-14,0.215282,4.29991e+16,2.61102e+06,2.7826e-09
2.01769e-15,2.96572e-15,0.680337,7.64641e+16,2.61102e+06,2.7826e-09
6.73222e-16,6.41381e-16,1.04965,1.35973e+17,2.61102e+06,2.7826e-09
3.52834e-14,1.22803e-16,287.318,2.41799e+17,2.61102e+06,2.7826e-09
3.55533e-13,2.20883e-17,16096,4.29991e+17,2.61102e+06,2.7826e-09
4.30663e-11,3.92942e-18,1.096e+07,7.64641e+17,2.61102e+06,2.7826e-09
5.12917e-10,6.98781e-19,7.34016e+08,1.35973e+18,2.61102e+06,2.7826e-09
4.88577e-10,9.19173e-10,0.53154,2.41799e+14,2.61102e+06,3.5938e-09
1.40884e-10,2.90159e-10,0.485541,4.29991e+14,2.61102e+06,3.5938e-09
4.01571e-11,9.1476e-11,0.438991,7.64641e+14,2.61102e+06,3.5938e-09
1.1332e-11,2.87705e-11,0.393874,1.35973e+15,2.61102e+06,3.5938e-09
3.16226e-12,9.01045e-12,0.350954,2.41799e+15,2.61102e+06,3.5938e-09
8.71568e-13,2.80093e-12,0.311171,4.29991e+15,2.61102e+06,3.5938e-09
2.36282e-13,8.59397e-13,0.274939,7.64641e+15,2.61102e+06,3.5938e-09
8.30455e-14,2.57764e-13,0.322177,1.35973e+16,2.61102e+06,3.5938e-09
1.704e-14,7.43739e-14,0.229113,2.41799e+16,2.61102e+06,3.5938e-09
4.33736e-15,2.0136e-14,0.215403,4.29991e+16,2.61102e+06,3.5938e-09
3.3671e-15,4.94694e-15,0.680643,7.64641e+16,2.61102e+06,3.5938e-09
1.12022e-15,1.06985e-15,1.04709,1.35973e+17,2.61102e+06,3.5938e-09
5.88629e-14,2.0484e-16,287.361,2.41799e+17,2.61102e+06,3.5938e-09
5.93588e-13,3.68442e-17,16110.8,4.29991e+17,2.61102e+06,3.5938e-09
6.72005e-11,6.55443e-18,1.02527e+07,7.64641e+17,2.61102e+06,3.5938e-09
6.68195e-10,1.16559e-18,5.73266e+08,1.35973e+18,2.61102e+06,3.5938e-09
8.14972e-10,1.53329e-09,0.531518,2.41799e+14,2.61102e+06,4.6416e-09
2.35009e-10,4.84021e-10,0.485534,4.29991e+14,2.61102e+06,4.6416e-09
6.69829e-11,1.52593e-10,0.438964,7.64641e+14,2.61102e+06,4.6416e-09
1.89029e-11,4.79928e-11,0.39387,1.35973e+15,2.61102e+06,4.6416e-09
5.27611e-12,1.50305e-11,0.351026,2.41799e+15,2.61102e+06,4.6416e-09
1.45449e-12,4.67229e-12,0.311302,4.29991e+15,2.61102e+06,4.6416e-09
3.94763e-13,1.43358e-12,0.275369,7.64641e+15,2.61102e+06,4.6416e-09
1.38645e-13,4.29982e-13,0.322443,1.35973e+16,2.61102e+06,4.6416e-09
2.84697e-14,1.24065e-13,0.229475,2.41799e+16,2.61102e+06,4.6416e-09
7.29984e-15,3.35893e-14,0.217326,4.29991e+16,2.61102e+06,4.6416e-09
5.6349e-15,8.2521e-15,0.682845,7.64641e+16,2.61102e+06,4.6416e-09
1.84285e-15,1.78464e-15,1.03262,1.35973e+17,2.61102e+06,4.6416e-09
9.89403e-14,3.41697e-16,289.556,2.41799e+17,2.61102e+06,4.6416e-09
9.92374e-13,6.14605e-17,16146.5,4.29991e+17,2.61102e+06,4.6416e-09
1.02737e-10,1.09336e-17,9.39648e+06,7.64641e+17,2.61102e+06,4.6416e-09
8.69789e-10,1.94435e-18,4.47341e+08,1.35973e+18,2.61102e+06,4.6416e-09
1.35944e-09,2.55764e-09,0.531522,2.41799e+14,2.61102e+06,5.9948e-09
3.92012e-10,8.0738e-10,0.485536,4.29991e+14,2.61102e+06,5.9948e-09
1.11731e-10,2.54536e-10,0.43896,7.64641e+14,2.61102e+06,5.9948e-09
3.15314e-11,8.00552e-11,0.393871,1.35973e+15,2.61102e+06,5.9948e-09
8.80336e-12,2.5072e-11,0.351124,2.41799e+15,2.61102e+06,5.9948e-09
2.42789e-12,7.79371e-12,0.31152,4.29991e+15,2.61102e+06,5.9948e-09
6.60327e-13,2.39131e-12,0.276137,7.64641e+15,2.61102e+06,5.9948e-09
2.31609e-13,7.17239e-13,0.322918,1.35973e+16,2.61102e+06,5.9948e-09
4.76239e-14,2.06948e-13,0.230124,2.41799e+16,2.61102e+06,5.9948e-09
1.23607e-14,5.60293e-14,0.220611,4.29991e+16,2.61102e+06,5.9948e-09
9.4502e-15,1.37651e-14,0.686535,7.64641e+16,2.61102e+06,5.9948e-09
3.00399e-15,2.9769e-15,1.0091,1.35973e+17,2.61102e+06,5.9948e-09
1.67231e-13,5.69975e-16,293.401,2.41799e+17,2.61102e+06,5.9948e-09
1.66074e-12,1.0252e-16,16199.1,4.29991e+17,2.61102e+06,5.9948e-09
1.53719e-10,1.8238e-17,8.4285e+06,7.64641e+17,2.61102e+06,5.9948e-09
1.1302e-09,3.24331e-18,3.48471e+08,1.35973e+18,2.61102e+06,5.9948e-09
2.26773e-09,4.26641e-09,0.531531,2.41799e+14,2.61102e+06,7.7426e-09
6.53909e-10,1.3468e-09,0.485529,4.29991e+14,2.61102e+06,7.7426e-09
1.8638e-10,4.24593e-10,0.438961,7.64641e+14,2.61102e+06,7.7426e-09
5.2597e-11,1.33541e-10,0.393865,1.35973e+15,2.61102e+06,7.7426e-09
1.46885e-11,4.18227e-11,0.351208,2.41799e+15,2.61102e+06,7.7426e-09
4.05217e-12,1.30007e-11,0.311687,4.29991e+15,2.61102e+06,7.7426e-09
1.10379e-12,3.98896e-12,0.27671,7.64641e+15,2.61102e+06,7.7426e-09
3.86782e-13,1.19643e-12,0.323279,1.35973e+16,2.61102e+06,7.7426e-09
7.96172e-14,3.45212e-13,0.230632,2.41799e+16,2.61102e+06,7.7426e-09
2.0857e-14,9.34629e-14,0.223158,4.29991e+16,2.61102e+06,7.7426e-09
1.58297e-14,2.29616e-14,0.6894,7.64641e+16,2.61102e+06,7.7426e-09
4.92065e-15,4.96579e-15,0.990911,1.35973e+17,2.61102e+06,7.7426e-09
2.81792e-13,9.50779e-16,296.38,2.41799e+17,2.61102e+06,7.7426e-09
2.77727e-12,1.71015e-16,16239.9,4.29991e+17,2.61102e+06,7.7426e-09
2.33625e-10,3.04229e-17,7.67925e+06,7.64641e+17,2.61102e+06,7.7426e-09
1.47102e-09,5.4102e-18,2.71897e+08,1.35973e+18,2.61102e+06,7.7426e-09
3.7828e-09,7.11687e-09,0.531526,2.41799e+14,2.61102e+06,1e-08
1.0908e-09,2.24662e-09,0.48553,4.29991e+14,2.61102e+06,1e-08
3.109e-10,7.08271e-10,0.438956,7.64641e+14,2.61102e+06,1e-08
8.7737e-11,2.22762e-10,0.393861,1.35973e+15,2.61102e+06,1e-08
2.4507e-11,6.97652e-11,0.351278,2.41799e+15,2.61102e+06,1e-08
6.7623e-12,2.16868e-11,0.311817,4.29991e+15,2.61102e+06,1e-08
1.8442e-12,6.65405e-12,0.277155,7.64641e+15,2.61102e+06,1e-08
6.4575e-13,1.99579e-12,0.323556,1.35973e+16,2.61102e+06,1e-08
1.3303e-13,5.75854e-13,0.231013,2.41799e+16,2.61102e+06,1e-08
3.5099e-14,1.55907e-13,0.225128,4.29991e+16,2.61102e+06,1e-08
2.649e-14,3.83027e-14,0.691597,7.64641e+16,2.61102e+06,1e-08
8.0914e-15,8.28351e-15,0.976808,1.35973e+17,2.61102e+06,1e-08
4.7371e-13,1.58601e-15,298.68,2.41799e+17,2.61102e+06,1e-08
4.6419e-12,2.85273e-16,16271.8,4.29991e+17,2.61102e+06,1e-08
3.6026e-10,5.07489e-17,7.09887e+06,7.64641e+17,2.61102e+06,1e-08
1.9188e-09,9.02484e-18,2.12613e+08,1.35973e+18,2.61102e+06,1e-08
6.30975e-09,1.18707e-08,0.531538,2.41799e+14,2.61102e+06,1.2915e-08
1.81947e-09,3.74729e-09,0.485541,4.29991e+14,2.61102e+06,1.2915e-08
5.18589e-10,1.18138e-09,0.43897,7.64641e+14,2.61102e+06,1.2915e-08
1.46353e-10,3.7156e-10,0.393887,1.35973e+15,2.61102e+06,1.2915e-08
4.08811e-11,1.16366e-10,0.351314,2.41799e+15,2.61102e+06,1.2915e-08
1.12814e-11,3.61729e-11,0.311874,4.29991e+15,2.61102e+06,1.2915e-08
3.07816e-12,1.10988e-11,0.277343,7.64641e+15,2.61102e+06,1.2915e-08
1.07759e-12,3.32892e-12,0.323705,1.35973e+16,2.61102e+06,1.2915e-08
2.22022e-13,9.60509e-13,0.23115,2.41799e+16,2.61102e+06,1.2915e-08
5.87594e-14,2.60049e-13,0.225955,4.29991e+16,2.61102e+06,1.2915e-08
4.42855e-14,6.38878e-14,0.693177,7.64641e+16,2.61102e+06,1.2915e-08
1.35607e-14,1.38167e-14,0.981478,1.35973e+17,2.61102e+06,1.2915e-08
7.92322e-13,2.64542e-15,299.507,2.41799e+17,2.61102e+06,1.2915e-08
7.77406e-12,4.75828e-16,16338,4.29991e+17,2.61102e+06,1.2915e-08
5.37083e-10,8.46478e-17,6.34491e+06,7.64641e+17,2.61102e+06,1.2915e-08
2.49802e-09,1.50532e-17,1.65946e+08,1.35973e+18,2.61102e+06,1.2915e-08
1.05255e-08,1.98031e-08,0.53151,2.41799e+14,2.61102e+06,1.6681e-08
3.03511e-09,6.25134e-09,0.485513,4.29991e+14,2.61102e+06,1.6681e-08
8.65093e-10,1.97081e-09,0.438954,7.64641e+14,2.61102e+06,1.6681e-08
2.44126e-10,6.19847e-10,0.39385,1.35973e+15,2.61102e+06,1.6681e-08
6.81953e-11,1.94126e-10,0.351294,2.41799e+15,2.61102e+06,1.6681e-08
1.88195e-11,6.03447e-11,0.311867,4.29991e+15,2.61102e+06,1.6681e-08
5.13508e-12,1.85153e-11,0.277343,7.64641e+15,2.61102e+06,1.6681e-08
1.79788e-12,5.5534e-12,0.323744,1.35973e+16,2.61102e+06,1.6681e-08
3.70352e-13,1.60235e-12,0.231131,2.41799e+16,2.61102e+06,1.6681e-08
9.80859e-14,4.3382e-13,0.226098,4.29991e+16,2.61102e+06,1.6681e-08
7.39919e-14,1.06579e-13,0.694242,7.64641e+16,2.61102e+06,1.6681e-08
2.29514e-14,2.30493e-14,0.99575,1.35973e+17,2.61102e+06,1.6681e-08
1.32157e-12,4.41317e-15,299.46,2.41799e+17,2.61102e+06,1.6681e-08
1.30312e-11,7.93789e-16,16416.4,4.29991e+17,2.61102e+06,1.6681e-08
7.84057e-10,1.41212e-16,5.55235e+06,7.64641e+17,2.61102e+06,1.6681e-08
3.24646e-09,2.51121e-17,1.29278e+08,1.35973e+18,2.61102e+06,1.6681e-08
1.75573e-08,3.30325e-08,0.531515,2.41799e+14,2.61102e+06,2.1544e-08
5.06284e-09,1.04275e-08,0.485526,4.29991e+14,2.61102e+06,2.1544e-08
1.44302e-09,3.2874e-09,0.438954,7.64641e+14,2.61102e+06,2.1544e-08
4.07225e-10,1.03393e-09,0.393859,1.35973e+15,2.61102e+06,2.1544e-08
1.13754e-10,3.23811e-10,0.351299,2.41799e+15,2.61102e+06,2.1544e-08
3.13918e-11,1.00658e-10,0.311866,4.29991e+15,2.61102e+06,2.1544e-08
8.56611e-12,3.08844e-11,0.277361,7.64641e+15,2.61102e+06,2.1544e-08
2.99936e-12,9.26333e-12,0.323788,1.35973e+16,2.61102e+06,2.1544e-08
6.17731e-13,2.67279e-12,0.231118,2.41799e+16,2.61102e+06,2.1544e-08
1.637e-13,7.23633e-13,0.226219,4.29991e+16,2.61102e+06,2.1544e-08
1.23574e-13,1.77779e-13,0.695098,7.64641e+16,2.61102e+06,2.1544e-08
3.87081e-14,3.84474e-14,1.00678,1.35973e+17,2.61102e+06,2.1544e-08
2.20438e-12,7.36137e-15,299.453,2.41799e+17,2.61102e+06,2.1544e-08
2.18176e-11,1.32408e-15,16477.6,4.29991e+17,2.61102e+06,2.1544e-08
1.16335e-09,2.35548e-16,4.93892e+06,7.64641e+17,2.61102e+06,2.1544e-08
4.22607e-09,4.18883e-17,1.00889e+08,1.35973e+18,2.61102e+06,2.1544e-08
2.92869e-08,5.5105e-08,0.531474,2.41799e+14,2.61102e+06,2.7826e-08
8.44547e-09,1.73952e-08,0.485505,4.29991e+14,2.61102e+06,2.7826e-08
2.40717e-09,5.48405e-09,0.438941,7.64641e+14,2.61102e+06,2.7826e-08
6.79316e-10,1.72481e-09,0.393849,1.35973e+15,2.61102e+06,2.7826e-08
1.89759e-10,5.40182e-10,0.351288,2.41799e+15,2.61102e+06,2.7826e-08
5.23657e-11,1.67918e-10,0.311854,4.29991e+15,2.61102e+06,2.7826e-08
1.429e-11,5.15214e-11,0.277361,7.64641e+15,2.61102e+06,2.7826e-08
5.00395e-12,1.54531e-11,0.323815,1.35973e+16,2.61102e+06,2.7826e-08
1.0304e-12,4.45876e-12,0.231095,2.41799e+16,2.61102e+06,2.7826e-08
2.73185e-13,1.20717e-12,0.226302,4.29991e+16,2.61102e+06,2.7826e-08
2.06335e-13,2.96572e-13,0.695734,7.64641e+16,2.61102e+06,2.7826e-08
6.51184e-14,6.41381e-14,1.01528,1.35973e+17,2.61102e+06,2.7826e-08
3.67693e-12,1.22803e-14,299.418,2.41799e+17,2.61102e+06,2.7826e-08
3.64994e-11,2.20883e-15,16524.3,4.29991e+17,2.61102e+06,2.7826e-08
1.75404e-09,3.92942e-16,4.46386e+06,7.64641e+17,2.61102e+06,2.7826e-08
5.514e-09,6.98781e-17,7.89088e+07,1.35973e+18,2.61102e+06,2.7826e-08
4.88541e-08,9.19173e-08,0.531501,2.41799e+14,2.61102e+06,3.5938e-08
1.40873e-08,2.90159e-08,0.485503,4.29991e+14,2.61102e+06,3.5938e-08
4.01535e-09,9.1476e-09,0.438951,7.64641e+14,2.61102e+06,3.5938e-08
1.13313e-09,2.87705e-09,0.393849,1.35973e+15,2.61102e+06,3.5938e-08
3.16574e-10,9.01045e-10,0.351341,2.41799e+15,2.61102e+06,3.5938e-08
8.7394e-11,2.80093e-10,0.312018,4.29991e+15,2.61102e+06,3.5938e-08
2.38643e-11,8.59397e-11,0.277686,7.64641e+15,2.61102e+06,3.5938e-08
8.3696e-12,2.57764e-11,0.3247,1.35973e+16,2.61102e+06,3.5938e-08
1.73297e-12,7.43739e-12,0.233007,2.41799e+16,2.61102e+06,3.5938e-08
4.64786e-13,2.0136e-12,0.230823,4.29991e+16,2.61102e+06,3.5938e-08
3.46676e-13,4.94694e-13,0.700788,7.64641e+16,2.61102e+06,3.5938e-08
1.50048e-13,1.06985e-13,1.40252,1.35973e+17,2.61102e+06,3.5938e-08
6.14216e-12,2.0484e-14,299.852,2.41799e+17,2.61102e+06,3.5938e-08
6.11629e-11,3.68442e-15,16600.4,4.29991e+17,2.61102e+06,3.5938e-08
2.52209e-09,6.55443e-16,3.84792e+06,7.64641e+17,2.61102e+06,3.5938e-08
7.17718e-09,1.16559e-16,6.15753e+07,1.35973e+18,2.61102e+06,3.5938e-08
8.14926e-08,1.53329e-07,0.531488,2.41799e+14,2.61102e+06,4.6416e-08
2.3499e-08,4.84021e-08,0.485496,4.29991e+14,2.61102e+06,4.6416e-08
6.69783e-09,1.52593e-08,0.438934,7.64641e+14,2.61102e+06,4.6416e-08
1.8902e-09,4.79928e-09,0.393851,1.35973e+15,2.61102e+06,4.6416e-08
5.28168e-10,1.50305e-09,0.351397,2.41799e+15,2.61102e+06,4.6416e-08
